Interviewer,Interviewee,Participant ID
"Yeah. Yeah. There's actually randomized control trial demonstrating lung ultrasound guided diuresis, can reduce length of stay. Then you can definitely expedite diagnosis, right? If you know on day one, this is heart failure and not COPD like then you don't have to—","[Crosstalk 27:17] something waiting give him the echo the next day, waiting [unintelligible 27:22].",G2
Right. Like he's not responding to the NABS. Let's just give him [unintelligible 27:25] and see if it helps.,"Yeah, and see what happens, exactly. That empiric stuff and not knowing what we're really doing is part of the problem with the metrics. We don't get those diagnoses right. That actually comes to another point too, is there's length of stay data out there that we want those metrics to be where they should be, if anybody knows",G2
"Right. It sounds like in POCUS and lung and these other—for instance, like getting the paracentesis done in the ED, as opposed to having them be admitted and then—","Oh, my God."" I hate it when they take off two CCs and they come up with a belly full of varieties.",G2
"Right. Like POCUS has the—in our hands when we're the providers, I think has all sorts of ways to expedite care, which is better for the patient and everybody. One other thing one of the concerns I've experienced with clinicians around POCUS, is that they're concerned that the POCUS is gonna add to the bill for the patient. As you know, I'm not the best hospitals with regard to understanding billing. It sounds, as you can tell me, you can educate me on this. It's a DR—go ahead.","Yeah. Here's the deal. When a patient is hospitalized, we have some contracts that are like percent of charges and that stuff, but then that's majority of those are based on observation reimbursement or inpatient reimbursements. We get paid by a certain DRG, and substantially when, as far as from the hospital standpoint if we do—if we have an OBS patient and we do an echo, an x-ray, and I dunno, I'm just making up exams and all that, we're actually losing money because it's pulling it from that DRG. From this patient standpoint, what they're paying for is part of the professional fee. They're gonna pay a professional fee, whether it is an x-ray or an ultrasound, or fill in the blank for the read on that. If you're substituting one thing for other studies, as opposed to adding studies, then I don't see how that creates an additional cost.",G2
Okay. The patients do get charged something for these diagnostic studies it's like a portion of the professional fee. Is that what you're saying?,"Right. If you take, just—you can't speak too much except for Medicare and maybe Medicaid because everything else is contractually based. That's why people are always using Medicare. It could vary from payer to payer, from hospital to hospital. I'm not privy to all of that, but for example, for Medicare, they would pay 20 percent. Actually, let me see facility diagnosis. Yeah. They would pay 20 percent of the CT interpretation, or the echo interpretation, or the EKG interpretation.",G2
"They're way more than those. Oh, so you're saying like one more test is not in terms of what they end up paying is not that. You're saying it's a small fraction?","Again, I'm looking at a very old slide. If you had an initial H& P that a nine, nine, two, two three, then that would be $204.22 of which they paid 20 percent, as opposed to a CT interpretation, which is $43.35 and 20 percent of that. If we want to do patients for favors, we would stop putting in profi fees for these patients that are sittin' there and we're not doing anything for 'em. That would be a bigger benefit than actually [laughter].",G2
"To be honest, it's very complex. I'm getting a little lost, but I'm just—",Let me see if I can show you—,G2
"No, it's okay. Well, I have one really basic question then we can—'cause I'm realizing I'm gonna definitely need you on my micro costing studies. [Laughter] I'll be bugging you about this.",You'll be what?,G2
"Well, I'm gonna be doing these micro costing studies which basically a way to determine the cost of an intervention where no—that's implemented in a system where no cost data really exists. If that makes sense. They call it micro costing because what something costs is very, to a certain incentive it's contextual. Right?",It's very contextual.,G2
It depends on how much the people involved. They're getting paid. That depends on location. You know what I mean? Like the same test—,"For example, these examples you're talking about, depending on what deductibles are and all that stuff, it would cost a patient way more to get a study as an outpatient than an inpatient.",G2
"Right. Oh yeah. Yeah. Right. Right. Right.  Because they're doing—but I just have a basic question for the purposes of this interview and then you're gonna be like trying to educate me on this and being probably frustrated 'cause it's quite complex, but I'm just getting over the hump of like, if a person is hospitalized, even if they have insurance that the insurance pays for what falls under the DRGs, but the patient will always be billed out of pocket for a portion of the professional fees. Is that correct?","Well, in the case of Medicare, again, the thing that gets even more tricky is that in Medicare, we're talking about Medicare part A, as far as doing [unintelligible 35:36] Medicare part B, is what pays a lot of the copays and things like that. For example, if you have a patient that comes in OBS and they have A and B, then B covers the OBS, except for their copay. I'm sending to you right now, this very old slide it is for explanation purposes. Because again, I think this stuff is very complicated. A picture is worth a thousand words.",G2
"We are interviewing stakeholders to understand the determinants of lung ultrasound implementation. You've been asked to be interviewed because of your role in lung ultrasound implementation. Interviews will be de-identified, recorded, transcribed, and analyzed. Do you consent to being [laughter] interviewed? Sorry.",Yes.,G5
Okay. What is your professional title and job description? I'm interested in both your role as a clinician and also your role as the pathway leader in our group.,"Okay. Clinically, I am like 97.5 percent clinical [laughter]. I work mainly on oncology and then some med two. Then I do a little bit of HMS and swing.",G5
"Oh. You're on med two with the proceduralist. Very cool. Okay. Tell me a little bit about how you got involved in pathways and just that evolution in interest and what you've learned about it so far. 'Cause, that's something I'm really curious about.","Yeah. For pathways, I just joined the pathways committee, which started immediately when I joined the group, … was looking for people to be a part of it. I had an attending in residency who did a lot of clinical pathway stuff and he was one of my mentors. I learned a little bit from him. Then I just became like a nun to his little assistant for a couple of years. Then when she got promoted to the quality and safety position, she gave me the clinical pathway director position.",G5
"Yeah. Some bandwidth, limitations there I would say. How do you guys choose which pathways to develop? Clearly in two, given the bandwidth issues that are always the case with us, how do you choose which ones you wanna develop, and then how long does that usually take that process?","When we first started building pathways, we started out and we actually just made all the antimicrobial stewardship pathways into agile pathways 'cause those already existed and people were already using them. That was pretty easy. Then we've just been updating those as they go along. We honestly just had a bunch of brainstorming meetings where we listed things that we wanted to make pathways for.",G5
Very cool. That's where the data—I was wondering what the data folks were doing on the committee and so that's what they're doing. They're trying to link it to the EMR. Okay. Got it.,"Yeah. Angela essentially just does like data warehouse queries for us. Then she gets all of the data from Agile as well regarding pathway usage, so she can link those.",G5
"Do you have a pathway that you're like, this is like a successful pathway and we've considered a successful pathway for these reasons, or is it a little too early, to call anyone pathway success? Although maybe COVID, I don't know.","Our highly used pathways are the troponin pathway. People use that one a lot that was developed by cardiology. Then a couple of the anti-microbial stewardship ones, like the pneumonia pathway. The CDF pathway we actually developed, and then they adopted it.  That one's been successful too.",G5
"Good. When you say successful, people are using it, and then have you seen that practice there's less variability in provider prescriptions or management even if you're not quite at the point where you can actually look at outcomes,",That's what we're looking at still right now. Even those types of process metrics. Yeah.,G5
"Got it. Can you tell me about the evolution of—and it sounds like it's still in process of the heart failure pathway, and then also how do you incorporate the subspecialty stakeholders? Like I could imagine that there could be some territory things where it's the hospitalist patient, but the subspecialist thinks that we should be doing it a different way and maybe we don't agree or—but it sounds like there's actually been some really great collaborations where the subspecialists have actually just adopted something that your group has created. Can you talk to me a little bit about that?","Typically, with subspecialty, it's either a pathway that we decided that should be made and so we made it and then reached out to them to get their input, whether they thought that there were things that we should add. For the CHF pathway, that was actually Sophia, who wanted a project essentially and because her husband's a cardiologist and she knows cardiologists and works closely with them, she thought that would be a good one.",G5
Okay. Super interesting. It doesn't sound like you guys have had—you've been working well with the subspecialists then for the most part it's very collaborative.,"Yeah. I think sometimes when we make random pathways and we try to reach out to people, they're like, ""What do you want me to do?"" Now that pathways are becoming a little bit more ubiquitous, they understand, and we can usually find somebody who can help us.",G5
It's mostly likely the biggest issue is just getting the subspecialists engaged enough to give you their expert input on what we should be doing. Got it. Okay.,"Exactly. We make all of our pathways based on guidelines and the literature. Then a lot of it especially the antimicrobial stewardship ones are based on institutional guidelines 'cause the antibiogram is very specific. There's a lot of pathways like the lumbar puncture pathway is very institution-specific 'cause that one is talking about how you arrange a lumbar puncture and that stuff. It's nice to get them to weigh in both as an expert in their field and as someone who works within our institution to say, ""This is how we do it here essentially.""",G5
"Got it. Okay. Cool. For the pneumonia, and the C-Diff like in terms of ID, so you guys went to—well, it sounds like—so how did that collaboration work? 'Cause, it sounds like they're working with you in pneumonia, but then they also basically liked what you did with C-Diff, can you talk about that process?","They essentially, as part of their antimicrobial stewardship guide, the little book that they used to print, they had a bunch of pathways and so we just asked them like, ""Is it okay if we take these pathways and put them into Agile form?"" They were fine with that. We did that for those, and then they didn't have a C-Diff pathway, and so we just said, ""Can we make one, and then you guys can review it?""",G5
"Yeah. How often do you update them since there's constant changes in practice? Is this something that you revisit on a regular interval or is it just like, ""Oh, there's new IDSA guidelines out? Let's just revisit this and make sure we don't need to make changes.""","Yeah. Each pathway has a pathway author and for the antimicrobial stewardship ones, I'm on the antimicrobial stewardship committee. I get all of the updates for whenever they're changing their practice so I can easily incorporate those.  For all the other ones they're in charge of reaching out to me if they have any changes.",G5
"In terms of the evidence, how important are evidence when you're making these pathways? For the large majority of what we do there isn't any evidence to guide us and it's—a lot of times what sounds like, and what I would imagine is that you're like, well, what makes sense in our institutions since we don't really have any high-quality data or data that really applies to our setting, like, how important is that with regard to these guidelines or these pathways? Sorry.","Yeah. We just have a hierarchy of evidence that we use. We use national guidelines for a lot of things where it's not clear what to do, like a lot of anticoagulation stuff or dealing with coagulopathy, there's not a lot of national guidelines, but there are a lot of institutional guidelines. We'll usually try to stick to those, and then if there's nothing based on guidelines, either nationally or institutionally, then we just use the highest quality evidence that we have.",G5
"Yeah. Yeah. As evidence goes, we have pretty good evidence actually at this point. It's all relative. It's so interesting. For instance, what did they disagree with the IDSA guidelines about for C-Diff?","They recommended using Fidaxomicin and as first-line in somebody who had a recurrent episode that had already Vancomycin whereas the national guidelines said that you could do a taper or use Fidaxomicin, but they felt pretty strongly about using Fidaxomicin based on a Lancet paper. It was literally just one piece of high-quality evidence that they had that made them suggest that. That was just like an example.",G5
"Cool. Okay. Oh, that's super interesting. For the anticoagulation stuff, I'm just curious, do you have a hematologist that helps you with that? Because it's true the data's all over the place and it's moved so quickly because of all the new products or how do you guys do that? That sounds logistically challenging unless you have an expert who's engaged.","Yeah. It depends on the pathway. There's an anticoagulation steering committee. For example, we're making a COVID pathway right now and they're helping to determine what the DVT prophylaxis should be for them and that's completely made up. There's no guideline for that at all. It's just the committee consensus essentially.",G5
Got it. Okay. Yeah. That's nice that we do have some like nice pharmacy infrastructure that can help you with some of that stuff. Okay. What do you find the most challenging about the pathway work?,"One, I think getting people to use it we've struggled with, so like for example, Angela is looking at this ALTO data right now of the sample of patients that Caitilin was looking at, who qualified for, ALTO use. The number of people who actually use the pathway was very, very small. It's hard to see actual changes if we can't see whether or not people are using it. I think that's been a huge challenge.",G5
You work a lot with Matt Salzer 17:11?,"With Matt and then Shawn, Michael. We don't like work directly 'cause our pathways are in different realms, but like if I have questions or if—a lot of times when subspecialists are building pathways, they also want to do stuff in the emergency department that doesn't necessarily apply to inpatients. I can help link them up with that as well.",G5
Got it.,"They can also just serve as a really good model for us. Like we built our instructions for building a pathway off of what they use and our expectations for pathways off of what they use. It's just like a much better-established program that they have. It's been nice and they've had a lot of success with people using it. It's challenging 'cause their pathways tend to be more symptom-based and ours are more diagnosis-based. If someone has an unclear diagnosis, then our pathways aren't always as useful because if you don't have the right diagnosis, then you probably aren't gonna be managing it right.",G5
[Laughter] Yeah. It's the hard part of our job for sure. I don't know if you've been trying to engage or are aware of the movement with pathways nationally. Like what do you see happening with pathways across hospitals and hospital medicine? Or do you have a sense of that?,"Yeah. We have. We've connected a little bit with other people who use Agile. Johns Hopkins uses that and so we've connected a little bit with them and then honestly, most of the like big academic hospital systems we're still using like paper pathways. Even Children's who has a really robust collection of pathways are just now getting them into Agile.",G5
"Right. I'm trying to decide which question to ask next. I have a couple; you talk about getting people to use it. Do you mean like getting people to view it or like actually translating that into like the orders they place? Because one of the questions I had for you is have you guys—and maybe it's a bandwidth issue. Have you been trying to think about doing prompts through the EMR? Like nudges through the EMR with regard to orders, like for the opioid stuff, for instance.","Yeah. I would be happy even if someone looks at it if they don't use the order. The order is just there to help their workflow if they think it would be helpful. Sometimes what we do is be like put little Easter eggs within the pathway, like the diclofenac gel was only available to the ALTO pathway and so that was like people had to go in there to use it. In general, we don't really care whether they're just looking at it to use it or if they're using the orders.",G5
"Yeah. It sounds like a lot of people—so I have a colleague who's actually—it sounds like a lot of people are trying to learn how to just build stuff in themselves. Is that like, I don't know anything about that, but that's partly [laughter] why I'm like asking you, but it sounds like we have these programs now where the clinicians can learn to build, probably to solve some of these issues that you're talking about.","Yeah. There was an Epic builder course and ..all actually took it. They're gonna be able to do what John Pell does now, but then you need a system, Epic person to implement it and that's where the real bottleneck is.",G5
Got it.,"That's not something that just like a normal provider can train in.  If you're gonna make—we have free win with the pathways and it's almost like we were grandfathered into it 'cause I don't know if we did it now, if they would let us do it the way that we're doing it 'cause we can pretty much do whatever we want and they don't govern it at all but if you're gonna make any changes in terms of like a BPA or an order prompt or anything like that, then you would need system-level approval, which takes a million years.",G5
Got it.,We developed an entire new discharge pathway because the one that's in there is totally out of date and I gave that to them in November and it's still the same one that's up [laughter].,G5
"Yeah. It sounds like they need a support staff person. Then the strategy would then be demonstrate that you can increase efficiency or improve outcomes, so they give you like, basically hire another person to help you implement this. Would that then be the strategy?","I think the biggest problem with that is that they're trying to make a lot of pathways system-wide right now. They're using their resources to do that and not really giving us resources just as a hospital medicine group. It was like when Jen Weiler took over, she started wanting to make all of these pathways system-wide. Like all the antimicrobial stewardship pathways, they started writing them again and Agile and I had to tell them, like, ""We already have these, you can just use them. You don't have to rewrite the whole thing.""",G5
"Interesting. Do you think that like the—I guess get getting back to like my other question is, do you think that like where hospital systems are moving toward pathways 'cause of this desire to reduce variability in practice? Is this something that we're gonna be seeing more and more, and more and more is gonna be invested in?","Based on what we've seen over the past few years and the push from the system to do that, I think, yes. I think there's still a lot of pushback from providers because they don't want it to be like cookie-cutter medicine and it is sometimes hard to fit your patient into these molds. In the ED, they always say pathways should work for about 80 percent of patients. Then there's gonna be 20 percent of cases that you're gonna have to use your clinical judgment and this won't apply to, but I think the system is [unintelligible 26:06] as a prescriptive thing.",G5
"Do you think that's a big barrier in our group? We've got a younger group I think.  Hospital meds, in general, tends to be skew younger.","We've done surveys to ask people why they don't use pathways or if [unintelligible 26:44] and a lot of people said, ""I just don't remember, or it's not part of my workflow."" Then there are a good number of people who are like, ""I need the pathway, I already know what to do. I'm happy to use it.""",G5
"Yeah. Have they shown that pathways can reduce—like in other institutions, I know you're working toward that here, but have there been a number of institutions at this point that can demonstrate increased efficiency and or improved outcomes with pathway use? Okay.","Yeah. There's a lot of papers just from like specific tiny pathways. Like in transplant medicine, there's a lot of pathways that people use and they've been studies that shown that that helped. Then there was a big pathway paper that came out of Seattle that was a pediatric hospital and they had a ton of pathways and showed actual outcomes like data in terms of length of the stay and readmission data, even for pathways usage.",G5
Got it.,Yeah.,G5
"I guess coming back to the heart failure pathway, you mentioned that it's been in process for a few years, was it in process even prior to Sophia focusing on it?","Not that I know of. … was in charge at that point, so I didn't really become involved with it until Sophia sent me another version in the Spring. Then we tweaked it a little bit and got … input. A lot of that was also just like putting institutional expectations in, in terms of who takes care of which patients. Then trying to standardize the care of heart failure patients on the hospital medicine services.",G5
"Right. I'm just curious, what was cardiology's perspective besides yeah—even in terms of the triaging questions, like what was cardiology's perspective on the way the hospital should be taking care of heart failure?","Being in general, we already have had these conversations a lot, like … I've had these conversations with them.  It's pretty well established I think in terms of who should be taking care of which patients. Honestly, a lot of the heart failure patients that we get on medicine we have because they have other complicated medical issues and it's not just the heart failure. They have hemolytic uremic syndrome and renal failure and everything.",G5
"Yeah. We don't have the resources actually to see all of these people. Yeah. Yeah. That sounds it. Did you find that with cardiology as well, or not really?","That they've been struggling with cardiology for a long time, but they've actually worked really hard. Now it's really clearly defined who deserves a cardiology consult and at least clinically like anecdotally I found when I'm on service that they're very responsive and very helpful. They are just like—I don't know if they hired more people or something. 'Cause I do feel like bandwidth has gotten better.",G5
Good. Yeah.,They're so slammed that they didn't have time to do anything 'cause [unintelligible 30:54] had their own service and we're doing the consults and it was just—,G5
"Yeah. I got that sense too. Okay. Great. Do you have any thoughts? [Laughter] I was really actually interested in the whole pathway view 'cause I don't know anything about them, but they seem like a very interesting tool to help implement new things or standardized care, which I'm interested in both with regard to heart failure patients. I think there's a lot of opportunities for hospitalists across the country to do that.","I think sometimes it can become over-complicated and that definitely was happening with the [unintelligible 32:11] pathway. We tried to simplify it. It's still a little messy, especially in the bottom. Like there's a lot of loops and stuff. People get lost. I would say making them usable and making them actually something that could help somebody's workflow instead of make their life harder.",G5
Right. Okay. Great. I'm trying to think if there's any other questions I have for you right now. I think that's it. I'm gonna turn off the recorder.,[No Reply],G5
"Okay. Great. We are interviewing stakeholders to understand the determinants of implementation of lung ultrasound. You have been asked to be interviewed because of your role in lung ultrasound implementation. Interviews will be de-identified, recorded and transcribed, analyzed. Do you consent to being interviewed?",Yes.,G1
Great. What is your professional title and job description?,Yep. I'm a hospitalist and division head of hospital medicine.,G1
Okay. What is your role in lung ultrasound implementation and point of care ultrasound implementation?,"Yeah. Well, it's always funny to answer these questions",G1
What external factors impact your decision to invest in POCUS as a leader?,External factors like beyond the university or?,G1
"Yeah, beyond university, like what's happening nationally that influences your decision to invest in this endeavor?","Yeah, it's a well-known national trend. I think folks that we have here obviously on the front end of that. I think there's definitely a national push, there's more ultra-sound talk now than ever. I remember when I first started as an attending it really wasn't a thing, not at least at Denver Health where I first worked. People would do it a little bit and then I think increasingly there were certain leaders who wanted to start to advocate for us such that you can feel that there's a movement of sorts to implement ultrasound I think in the hospital's world, there's certainly more papers. I think we have an advantage because of the research we do. You know what I think? My dream is to just really be a part of the best hospital/hospitalist group in the country. I think outstanding care, I think it pairs with ultrasound. I personally as a very conservative provider. I like to know what my patient has, the second that they have it, I don't like waiting. I think that exquisite care that we want to be able to provide, I think helps with that. Then I think also, when you think about clinical decision-making and any little bit of tools that you can add into that to help augment that, I think it just goes to the words that total reputation of all of our mission areas really.",G1
"Do you see point of care ultrasound is becoming standard of care and in the future, is that different people have asked different expectations with regard to that? Is that something in terms of you, you have some experience with it as a clinician you've heard the conversations about it. What is your expectation of the role of point of care ultrasound in hospital medicine and clinical medicine in the future?","Yeah. I just assume it eventually becomes like the stethoscope and maybe it is the stethoscope. [Laughter] I'm sorry, it's dual functioning. I think the main thing is that ultrasound is now gotten a lot cheaper and accessible to people and so I think that's a big part of it. Whereas before it felt like you had to have like these big machines that cost a ton of money that not everybody could have.",G1
"Yeah. As a division head in an academic center, you have a lot of partners you have to think about and you have to think about their priorities. When you think about the priorities of the education and clinical education, how do you think that, that partnership—how has your decision to invest or not invest, how is that affected by that partnership?","Yeah. I would say that at least here people are very supportive of the ultrasound. Jeff Connors, Emily, Julia, I think they're very supportive. I think it's, again, that feeling of it's a movement as in, it's not been fully rolled out, but they are very supportive of different faculty members, not only just here, but there was an effort that I think got squished a little bit with COVID, but there was going to be an effort which I think shows that there's like that investment potential. I think from my own personal perspective the thing I've personally grappled with over time is we'll have folks from the outpatient sector come in and do attending. I think people often, at least in my career have thought that that is equivalent, like hospitalists and somebody who comes into the hospital a couple of weeks out of the year that equivalent.",G1
Yeah. That's great. Then in terms of our other big partner for our division is their hospital. What are their priorities and how does it align with POCUS from your perspective?,"Yeah, I think that's a good question. I think POCUS is not—I think it's on their radar. I think it is not obviously a lot of things have just been—it's been a purely chaotic here. I think everybody has been on survival mode. There's definitely been a lot of attention briefly for sure this summer on financial. It squashed those conversations; I would say a little bit. I think if you were to say, do you think ultrasound is important for patient care? Does it help?",G1
"Yeah. When I was talking to some other people who talk a lot with administrators or the administrative themselves, they talk about the priorities and the perspective of the people making decisions about programmatic things like this is obviously patient care. Evidence of improving patient care, evidence of increased efficiency,","Yeah. I think 'cause a financial discussion always takes a big place in all of this. When I've looked at the outright cost beyond people's time, I'm not sure the infrastructure part, that to me, when you're looking at the budget, that at least our health system has doesn't feel that big, but I think the time that support obviously is probably the trickier part to work in for people.",G1
"Maybe this is an opportunity for you to explain to me why their perspective on cost is so narrow as opposed to a little bit longer term, since it seems like that they would want the most accurate assessment of costs longer term since they're trying to make a sustainable enterprise. Do you have a sense of that? That's something I struggle with understanding where that's coming from?","Yeah. I'll just say it's not unique to a specific institution. It's been my whole career when I've had to do budgeting stuff. I think it's the easy math, right? It's the direct math where, you know for sure a hospitalist costs X amount and you know for sure that this is what they bring in. It's just very direct, easy math. I think then when you're saying, well, you improve length of stay, and maybe your paid based on a DRG or something and so if you can make it shorter, or more efficient, then you get more money for what you've done.",G1
"Do you think spelling it out? 'Cause one of the things I'd been thinking is that if we knew a little bit more about that stuff and we're able to build more convincing arguments around that, if that was part of our skillset, then maybe that would be the way to show them why we think that that's a better approach to thinking about things. Do you think that that's something worth investing in?","[Crosstalk 14:35] Well, it's gonna be—this is like the research that we do more at a program level not specific to ultrasound and my bigger interest is around workforce and ensuring safe patient loads and things like that. We built a financial model actually looking at when the census rides high, what does it do to length of stay? We actually showed just similar to a paper that was published around 2011, 2012, that the length of stay goes up as your starting census goes up.",G1
It wasn't given much attention by like the academics or wasn't given much attention by the people making the decisions?,"That's about everybody I talk to. You know what? We need a movement on this and we actually have a really fun paper coming out at the end of this month that gets at this a little bit, but we're gonna just start paper, project after project, and we're gonna get at it one by one to build the case that this is not the right thing.",G1
"They're mutually exclusive. Yeah. There's only so many. Yeah. Exactly. Okay. That sounds like a related, but a big problem that is an entity in itself.",It's international.,G1
"Okay, but good to know where to put your efforts in terms of what's a short-term strategies and longer-term strategies. What do you see as the potential pitfalls to POCUS implementation from your perspective?","Pitfalls, I don't know that there's anything negative per se. I think it's just finding the bandwidth and the way to incorporate it into people's daily work. How does it become so ingrained in your culture, I guess, and then thinking about what people don't have right now is just added bandwidth, I think. How do you start to build those things?",G1
"Great. Besides the folks that we've already talked about, what other disciplines, like, who else are we collaborating with or who else are the stakeholders besides the learners, the education folks, the hospital, who else are we collaborating with in this? An important—","Specifically, or people to think about—",G1
Yeah. People to think about in terms of getting their perspective and their input on what we're doing.,"Yeah. The only thing that I find really interesting about ultrasound is it feels sometimes there's a lot of territorialness. I think in thinking about that, like who are our partners that we don't want to have territorialness with? Radiology, like the cardiologists, anybody who does that kind of thing, even across our own sites, thinking about how if we want everybody to share in this, then we should be arms wide open. How do we all participate? Not also at the same time either take business or have this sense of loss or whatever. I think that's the delicate balance here that I find just really interesting.",G1
"I think we're in a time—my personal sense is we're in a time and place where I'm not feeling a lot of territorialness with my subspecialty colleagues and in fact, for instance, radiology has been incredibly supportive of this work and actually encouraged it to an extent or some of them have. I'm wondering if you have experience maybe at DH or here. 'Cause I really haven't yet?","Yeah. I would say just thinking about a few of the meetings, we've just had where I'm like, you can feel it a little bit. My hope is that radiology is not gonna feel like somebody is taking you something or that the collective educational efforts are shared. I just—",G1
"Yeah. It's subtle. I know, definitely. I guess I'm so used to resistance to that level, I'm like, ""Oh, they'll be okay with that."" It's not like a hard stop, but yeah, you're right. [Laughter]","Defiantly not a hard stop, but you can feel the tension. It's just something I've noticed.",G1
"Yeah. Yeah, but nothing like where you're seeing big boundaries being raised per se, just kind of disease with it.",I just think people are very sensitive to it.,G1
"Yeah. Yeah. Okay. That makes sense. I get that. I'm trying to think. I guess, what would you like to see as a program director, what would you like to see for our division and with POCUS locally, nationally in the next 10 years. What ideally would you like us to accomplish, and then what do you think we can do? I guess.","Well, I've no doubt that whatever we decide we wanna do, we can do. It's not the ability part. Well, you personally—I love that we built that SHM conference and obviously once we can start doing that again. I'm sure that will come back. I think that's great for a large immersive experience. I think the other thing to think about is the people who feel that they have no bandwidth for whatever reason. How do we infuse that ultrasound, where it's constantly at the back of your mind, constantly part of our culture?",G1
"Yeah. No, I think those are all good thoughts. Thank you for that. I'm gonna turn off the recorders and then we'll just continue that. That's a perfect segue to our next conversation. Thank you.",[No Reply],G1
"- interview so I can let you get onto your—I’m sure—next Zoom appointment after this. We are interviewing stakeholders to understand the determinants of lung ultrasound implementation. You’ve been asked to be interviewed because of your potential role in lung ultrasound implementation. Interviews will be deidentified, recorded, and transcribed and analyzed. Do you consent to being interviewed?",Yes.,G6
Can you tell me your current and prior professional titles and job descriptions?,"I’m an internist by training, practiced as a hospitalist, formerly founded and ran the division of hospital medicine at a VA for 3 years and then at the university for 12 years and started and continued to direct the Institute for Healthcare, Quality, Safety, and Efficiency, which was founded in 2012 to provide quality and safety development and training on the Anschutz campus for children’s hospital at the university hospital school of medicine college of nursing and in that capacity served as associate dean for clinical affairs for quality and safety education and then was chief quality officer at university hospital for five years and for the UC health system for three years before stepping down form those roles in July. My current title is associate dean for quality and safety education and director of the Institute for Healthcare, Quality, Safety, and Efficiency at Anschutz.",G6
Can you tell me a little bit about your experience with lung ultrasound or maybe POCUS in general and from both a clinical and a systems perspective as a leader in hospital medicine?,"Clinically I have no experience so do not train in it, do not practice it. In terms of professional experience I was involved as a board member of Society of Hospital Medicine for 10 years, and during that time we spent a lotta time talking about POCUS and how we would deal with questions around competency and certification as well as training and was part of the board that put together some of the training for ultrasound so played a limited role in that capacity at a society level. I think the first time I was involved at the university hospital was probably five or six years ago, which I think was a decision to purchase I think it was the first ultrasound—I don’t know how many we have now—on the floor. There, I think, had been one in the ICU and I think there was in the ED, but there was not for the wards, and we were always going to beg and steal. Those and that decision came out of a safety event that happened, again, probably six or seven years ago where a patient had a pneumothorax, and one of the identified issues is that we didn’t have ultrasound available. Those are my involvements to date.",G6
What do you see as the current barriers as far as you know and future barrier—I guess I’ll step back and say do you think that it’s likely point-of-care ultrasound will become standard of care in the care of hospitalized patients besides just procedures?,Are you saying for diagnostic?,G6
"Diagnostics, yeah, ’cause it already is the standard of care for procedures.","[Distorted audio 03:59] It seems like it already is. I think it will be. I think it’s going to be another tool that we use along with other physical exam skills. That’s the way I see it happening, and I think it’s gonna probably take—and you’re a big part of this—it’s gonna take probably 10 years to wash people like me out of the system and bring in new people who are trained through residency hopefully to do that kinda work.",G6
"You see it happening, that all happening, as a generational thing that they’ll get it through training, and then they’ll practice it. What do you think about the folks that are mid-career or maybe early career now, what do you think about them?","What do you mean, about people mid-career?",G6
"In terms of adoption, what do you see happening with that? What barriers for clinicians who do wanna get trained who are already out of training, what barriers do you see to them using it?","Yeah, I think the barriers are probably numerous. One, you made an assumption that people want to be trained, and my strong suspicion is most people in my demographic probably don’t want to be trained. I think a lot do, and when I say “most,” I don’t mean 90 percent. I mean maybe 30, 40 percent don’t want to be trained and largely because it’s new. I think I’m of the generation, and I’m 52, so I’m of the generation where technology is starting to play a big role in our lives, but I remember life before the internet. I think we’re that generation that’s on the cusp so I think some people don’t necessarily want to embrace new technology. I think that’s a barrier. Two, I think people who haven’t seen it may be skeptical of its benefits and say, “Well, how is this better than what we currently use?” Three, there’s huge training issues and credentialing issues around this because to my knowledge—and I may be wrong in this—I don’t know that there are standards out there for diagnostics so that.",G6
"Those are definitely the—that’s from the perspective of the clinician. We have more data coming back, that it improves patient outcomes, and it can increase efficiency. What do you think it would take for the system to want to adopt it and to invest a certain amount of energy and money into an infrastructure that supported clinician use?",What do you mean when you say “system?”,G6
I mean the hospital and then health system more broadly so like Anschutz versus UCH.,Do you mean our hospital and health system specifically?,G6
Yes.,"What would be the barriers to adoption? I think that when it comes to this kinda thing, health system and hospital leaders feel like this is purely a clinical decision, and rightly or wrongly, I think, both of those entities do a pretty good job of staying out of clinicians’ business and saying, “That is your determination of whether that’s the right thing to do.” For all of the things that I could be critical about our health system—which, I don’t mean to sound critical. I’m not—I think they do a nice job of letting providers practice medicine. I don’t think that they would necessarily drive anything around requiring credentialing for this or requiring people to do it, in large part ’cause I don’t think they understand if it’s important or not. They do recognize that clinicians need to be clinicians and make those kinda decisions, and then I think they would bristle at the idea that they would have to pay for people to be trained to do this, especially at the university hospital. I think in the health system as well. I think university hospital would say, “Wow, that sounds like education. The dean does education. The dean should pay for this.”",G6
What role does patient satisfaction play in that equation?,"Important but hard to measure. I can’t imagine that there’s gonna be a study out there that shows on a macro level patients are more satisfied in a place that does this versus doesn’t. Now on an individual level you could say, “How did you feel about that examination versus that one that didn’t use ultrasound?” You might find people are satisfied, but are you gonna impact things that health system leaders care about when they talk about patient experience is really two things. They care about their rankings so probably reported patient experience scores, and then they care about the brand. I suppose you could make a case that you could market this as, “We are technologically innovative in a way that other health systems are not.” That might be an appeal, but like everything, that appeal will get you a certain amount of investment, and it may not be the investment you need for this overall. Does that make sense?",G6
