Interviewer,Interviewee,Participant ID
"Oh, yeah. Yeah. I was thinking about just the [Crosstalk 23:31] Yeah. Those are some interesting—that's an interesting argument. Yeah. As opposed to them leaving with an undifferentiated dismia diagnosis which may —","Or at even the worse calling it heart failure and it actually wasn't heart failure. Then they come back in because for heart failure, the readmissions are all costs. If I'm admitted with heart failure and then in a week, I get hit by a truck and come in with a femur fracture that counted as a readmission. You wanna make sure that index admission is coded appropriately.",G2
Is it the quality officer for the hospital that is responsible for keeping tabs on all of these different metrics and troubleshooting where there's a problem?,"Yeah. We work on that actually very closely together. I actually do all the reviews for Denver Metro when there's a potential patient safety indicator, and I'm the second level review. The first level review is one of the CDI nurses and they look and see if there are any exclusion. Let's say it's a post-op hemorrhage hematoma, and it turns out that the patient had coagulopathy, but that wasn't documented. That would be an exclusion. They may send out a query for that and get that excluded [crosstalk 24:54]. Then if they can't find anything and it's still there, then I'm the last ditch effort to look for coding opportunities, making sure that diagnoses are valid. For example, post-op sepsis, if you call something post-op sepsis and it really not sepsis, really dang as really badly. I look at all those for our hospitals and then for the hospital acquired conditions, make sure that it's clear whether it was present on admission or something that happens here. Then when those come up, … and I send out a joint notification to let the provider know that one of those has gone through.",G2
Okay. That is so complicated. Then my understanding is that we've always done very well with heart failure. In terms of readmission and that was never something that they were focused on in our particular hospital.,"Again, it depends on what data that you're looking at too, because again, this is way in the leads, but for example, Visiant has various service lines within Visiant and there's the cardiology service line. Then their metrics are based on DRGs that we may be taking care of the patient for. Heart failure looks like it's all cardiology, for example, and it's really cardiology and medicine and family medicine. I guess, it depends on what you're looking at. I think the opportunity, however, more so is in the length of stay metrics, and so if you certainly could make some impact on length of stay by having better diagnostic accuracy, then that would certainly be something.",G2
"Yeah. Yeah. There's actually randomized control trial demonstrating lung ultrasound guided diuresis, can reduce length of stay. Then you can definitely expedite diagnosis, right? If you know on day one, this is heart failure and not COPD like then you don't have to—","[Crosstalk 27:17] something waiting give him the echo the next day, waiting [unintelligible 27:22].",G2
Right. Like he's not responding to the NABS. Let's just give him [unintelligible 27:25] and see if it helps.,"Yeah, and see what happens, exactly. That empiric stuff and not knowing what we're really doing is part of the problem with the metrics. We don't get those diagnoses right. That actually comes to another point too, is there's length of stay data out there that we want those metrics to be where they should be, if anybody knows where length of stay should be, that's a whole separate topic, [laughter] but as it interacts with readmissions and all that stuff, but you want those metrics to bode well, but also as you know our issues with capacity, anything that can show to help with that. Then in the end, like they say also of course, affects money because that bed's being taken up by somebody else.",G2
"Right. It sounds like in POCUS and lung and these other—for instance, like getting the paracentesis done in the ED, as opposed to having them be admitted and then—","Oh, my God."" I hate it when they take off two CCs and they come up with a belly full of varieties.",G2
"Right. Like POCUS has the—in our hands when we're the providers, I think has all sorts of ways to expedite care, which is better for the patient and everybody. One other thing one of the concerns I've experienced with clinicians around POCUS, is that they're concerned that the POCUS is gonna add to the bill for the patient. As you know, I'm not the best hospitals with regard to understanding billing. It sounds, as you can tell me, you can educate me on this. It's a DR—go ahead.","Yeah. Here's the deal. When a patient is hospitalized, we have some contracts that are like percent of charges and that stuff, but then that's majority of those are based on observation reimbursement or inpatient reimbursements. We get paid by a certain DRG, and substantially when, as far as from the hospital standpoint if we do—if we have an OBS patient and we do an echo, an x-ray, and I dunno, I'm just making up exams and all that, we're actually losing money because it's pulling it from that DRG. From this patient standpoint, what they're paying for is part of the professional fee. They're gonna pay a professional fee, whether it is an x-ray or an ultrasound, or fill in the blank for the read on that. If you're substituting one thing for other studies, as opposed to adding studies, then I don't see how that creates an additional cost.",G2
Okay. The patients do get charged something for these diagnostic studies it's like a portion of the professional fee. Is that what you're saying?,"Right. If you take, just—you can't speak too much except for Medicare and maybe Medicaid because everything else is contractually based. That's why people are always using Medicare. It could vary from payer to payer, from hospital to hospital. I'm not privy to all of that, but for example, for Medicare, they would pay 20 percent. Actually, let me see facility diagnosis. Yeah. They would pay 20 percent of the CT interpretation, or the echo interpretation, or the EKG interpretation. I'm looking at this one that's from a long time ago. It would be very interesting to say what those fees would be for those particular things 'cause I'm looking at an example from like 2011 here, and so I'm seeing here that like the CT read is like $44 so 20 percent of that and the echo is like $64 EKGs. They pay 20 percent of that if you put it in perspective, what we charge for are like initial H&P and sub scan notes and all that, they're way more than those.",G2
"They're way more than those. Oh, so you're saying like one more test is not in terms of what they end up paying is not that. You're saying it's a small fraction?","Again, I'm looking at a very old slide. If you had an initial H& P that a nine, nine, two, two three, then that would be $204.22 of which they paid 20 percent, as opposed to a CT interpretation, which is $43.35 and 20 percent of that. If we want to do patients for favors, we would stop putting in profi fees for these patients that are sittin' there and we're not doing anything for 'em. That would be a bigger benefit than actually [laughter].What it would be interesting to say is if we could get the hick picks, which is like the coding for various studies and say, ""Hey, this is what that recharge would be compared to, if somebody would have gotten a CT or they wouldn't have gotten three chest x-rays. Or they would have gotten fill in the blank."" Does that makes sense?",G2
"To be honest, it's very complex. I'm getting a little lost, but I'm just—",Let me see if I can show you—,G2
"No, it's okay. Well, I have one really basic question then we can—'cause I'm realizing I'm gonna definitely need you on my micro costing studies. [Laughter] I'll be bugging you about this.",You'll be what?,G2
"Well, I'm gonna be doing these micro costing studies which basically a way to determine the cost of an intervention where no—that's implemented in a system where no cost data really exists. If that makes sense. They call it micro costing because what something costs is very, to a certain incentive it's contextual. Right?",It's very contextual.,G2
It depends on how much the people involved. They're getting paid. That depends on location. You know what I mean? Like the same test—,"For example, these examples you're talking about, depending on what deductibles are and all that stuff, it would cost a patient way more to get a study as an outpatient than an inpatient.",G2
"Right. Oh yeah. Yeah. Right. Right. Right.  Because they're doing—but I just have a basic question for the purposes of this interview and then you're gonna be like trying to educate me on this and being probably frustrated 'cause it's quite complex, but I'm just getting over the hump of like, if a person is hospitalized, even if they have insurance that the insurance pays for what falls under the DRGs, but the patient will always be billed out of pocket for a portion of the professional fees. Is that correct?","Well, in the case of Medicare, again, the thing that gets even more tricky is that in Medicare, we're talking about Medicare part A, as far as doing [unintelligible 35:36] Medicare part B, is what pays a lot of the copays and things like that. For example, if you have a patient that comes in OBS and they have A and B, then B covers the OBS, except for their copay. I'm sending to you right now, this very old slide it is for explanation purposes. Because again, I think this stuff is very complicated. A picture is worth a thousand words.[End of Audio]",G2
"I'm gonna record. Okay. We are interviewing stakeholders to understand the determinants of implementation of lung ultrasound. You've been asked to be interviewed because of your role in implementation of lung ultrasound. Interviews will be de-identified, recorded, transcribed, and analyzed. Do you consent to being interviewed?",I do.,G4
Okay. Can you speak up just a little bit? I'm gonna turn my volume up too. What is your professional title and job description?,"I am a hospice by background, and I have the role of assistant director for quality improvement for the division of hospital medicine. I'm also a physician advisor for the hospital.",G4
Okay. Great. Can you describe your roles as the physician advisor and director of quality?,"As physician advisors, we each have different roles that we play, but my role is specifically around utilization management and care management. In the UM setting, not only do we look at utilization in terms of patient status but we also look at utilization in terms of length of stay and opportunities for improvement in that realm.",G4
Got it.,"That’s more pertinent for this, I think.",G4
Okay. Yeah. Do you also look at utilization of tests and procedures in the hospital or is that someone else that looks at those metrics?,"Technically the supply chain does fall under the purview of the utilization management committee. We will look at biologics and certain high-risk meds and very expensive meds, but we do not look at the basic lab tests and things like that.",G4
"Is there another group that does look at that thing or is that like it's not considered high enough priority in terms of resource management to look at, for instance, chest x-rays and these cheaper tests?","Yeah. By definition, what you're describing is high-value care and so we should be looking at utilization. I bet you [unintelligible 02:27] don’t look at this mostly because it impacts their workflow. It impacts their utilization and reimbursement, things like that. I don't know if it's official—what the official channels are that look at it.",G4
Okay. Okay. Good.,Are looking at it.,G4
"Let's see. Great. That was really helpful. It helps me guide our interview. Can you tell me your experience or knowledge so far with lung ultrasound and point of care ultrasound in general, from a systems perspective and from a clinical perspective as well both?","I'll start with the clinical perspective because I have more experience in that. I've personally used—not personally, but I've personally asked our procedure team to use POCUS to help with diagnosing and infiltrate. Like if I see something on chest x-ray, it doesn't quite fit the clinical scenario. I'll actually reach out to the procedure team to say, ""Do you mind taking a look at it up for me?"" That I can get a better sense of fluid, what does it look like? 	We've done that a handful of times, and it has been very helpful and clinically associating that with a scenario, mostly because I'm using it for scenarios that are like either/ or, and I'm not quite sure. The other experience I have with it is asking the procedure teams for thoracentesis where I know that they do lung ultrasounds I will look at that. I think I've had a couple of times where they'll tell me, look, ""It's too loculated, or it's too small and we can't access it. 	I think it's been very helpful in that regard to get either IR involved or not actually tap anything because it's too small despite the imaging that shows it's moderate. I think in that regard, it's very helpful. From a systems perspective in my quality improvement role, while I haven't used POCUS to drive any improvement efforts, I can see the role for this tool in clinical care and patient safety events, and quality improvement. 	It may obviously make sense if it helps decrease utilization of the less valued imaging. If I can help prevent a chest x-ray, that's always helpful. If I can get more information, that's always helpful. It's gonna help me guide clinical decision making. Obviously, there's gonna be patient safety impacted. To me, it feels like it's a great tool. I think personally, it's something I wanna get better at that I can use at myself rather than rely on somebody else.",G4
"Yeah. Well, that's all music to my ears. I think I'll follow up on that administrative piece of it and some of your thoughts. I guess from my perspective as a clinician who definitely sees the utility of it for many of the reasons that you just talked about but I have less access to the folks that are making decisions about what to invest in terms of infrastructure to support this. 	Can you describe how those decisions are made when a clinician or a group of clinicians comes with a proposal for something that they wanna do, some quality improvement initiative, or innovation? How does that gain support from administrative decision-makers and quality experts?","I think it's variable and that's why it's so hard, school of medicine approaches it one way and specifically the department of medicine. There's the hospital and how they approach care, and what they value in terms of metrics and improvement efforts. There's no one approach that works across the board. What I have seen be successful is people doing robust pilots that show improvement in metrics that the responding administrative group thinks is important. 	For the hospital, it's length of stay, readmissions, early discharges, things that have those impacts. They're much more likely to get funded, to be better supported than folks that are just doing the pilot for the sake of doing a pilot and not having the impact. Having said that the themes to take into account are the infrastructure piece. In this case, you might actually show patient safety improvements, quality improvement.	If you're not sharing any other more financial benefits, like the stay, readmissions things that impact discharge then they're just not gonna get funded to be completely honest, but the infrastructure piece that really matters here is the ultrasound itself and the training. If this is gonna require a ton more investment into the ultrasound machines themselves and training of the faculty and faculty development, then there is that offset the chest x-rays and the CTS and things that we're pursuing that I think that you'd have to think about the cost analysis benefit here. 	I can just imagine …, who's our CFO saying, ""You just asked me to invest $100,000 in this. What is the benefit in terms of beds?"" Yes, patient safety matters to them, and yes, quality improvement matters but I think at the end of the day, it's not the school's responsibility.	From a school of medicine perspective, I have no idea 'cause I'm not really involved in quality improvement in that space. I think they value research and educational mission, but how that fits into the broader support I just don't know to be completely honest.",G4
Okay. Just to give you some background and then you can give me feedback on it. We have randomized control trial—we have a randomized control trial demonstrating reduced length of stay with lung ultrasound-guided or diuresis and heart failure patients. We also have three randomized controlled trials demonstrating that lung ultrasound can keep patients out of the hospital. I guess my question to you is what is a meaningful reduction in length of stay and improvement in readmission?,"I think it's a variable again in terms of who you talk to. My mind, the advocacy I make a point of pointing out is really anything even hours makes a difference in terms of capacity. There's length of stay in terms of length of stay self and how we get reimbursed for it. Then they're length of stay in terms of capacity management where even a few hours, or even like two or three hours can make a huge difference in terms of throughput and in terms of getting a patient out of the ED. 	You have to think about both of those perspectives. When you're putting dollar amounts to that word, I think you have to say, we anticipated length of stay improvement at X hours, here's how that impacts your throughput. Here's how that impacts your overall bed capacity. Here's how that's gonna impact your reimbursement and actually tie dollar amounts to it. Definitely, there's a way to tie the dollar amounts to it. I would just have to get the right people involved, but yes, there is a way to convert that and that's where I think you show it. 	Readmissions, is a different ball game in that, on the one hand, we have paid for readmissions. It's a DRG, we're gonna get reimbursed for it, but we're gonna get dinged in our quality metrics. Right now, the quality metrics really do matter because CMS has put out the value-based purchasing where reimbursement is like 1% ding, which is huge in terms of getting money taken away from our pockets.  	Two is Medicaid hospital transformation program where 30-day readmissions is an actual metric that we're going to get held accountable for, that has dollar amounts tied to it. Now value-based purchasing is happening both for Medicare and Medicaid. I think the Medicare one has been postponed a little bit, but still, it matters. A 30-day readmissions is gonna matter. If you can show that it decreases readmissions that too will matter in terms of the bottom line.",G4
"Okay. Okay. Yeah. It's so complex the things that are taken into account in terms of costs. What is my next question given that— one thing that I wanted to clarify, what is your sense of—I think we're doing pretty well with readmissions in our particular hospital for heart failure. Is that your impression that that's never really been a pain point I don't think for our particular hospital?",I think it has been.,G4
Okay.,"I think it has been. I think there's a core group that's constantly working on it and looking at opportunities for improvement, but I don't the numbers off-hand 'cause I'm not in that space, but I do think there's always room for improvement.",G4
"Okay. Even though we do maybe better than average, it's still a priority. Is that all looked at with the cardiology group 'cause they've taken care of the most of the heart failure. I think we only get about 250 cases a year, which is a very small amount, given the size of our group.","The heart part with the heart failure work is that it's different hospital by hospital. At our hospital, we take care of probably a third to—I think a third of the patients in the hospital medicine group. Then the rest are taken care of by cardiology. When you look at the data, again I have not looked at it in a while, but I believe the issue is that cardiology group that takes care of heart failure, do a better job or are on track for length of stay and do all that. Hospital medicine has improvement opportunities.",G4
"Oh, good. From my perspective [laughter]. Great.",[No Reply],G4
"Yeah. When I look at opportunities for heart failure, from my UN perspective, it's hospital medicine and its family medicine that has the opportunity, not heart failure, but the data is hard to like actually navigate because of that. Yes, I'm able to get the MRI and level data, but I can tell you DHM has opportunities in heart failure for length of stay. I don't know of readmission data off-hand.",[No Reply],G4
"Okay. Good to know. Great. I would love to work on that with you, but going forward, what do you think that the first steps are to that and who is working on that within our group? If we've already identified opportunities, I'm guessing there are folks within our group that are working on that.","No, they're not. As a UN committee what we do is we look at DRGs across that entire hospital, not departmental, but across the hospital. We'll say, ""What are our opportunity days?"" We're [background noise] thoughtfully in that, like, I can't think about outliers because the outlier folks are typically care-management based and not medical decision-based. 	Essentially what we built is a database that says, ""Can I filter my data to say your 30 days or less length of stay?"" When I look at opportunities for improvement in that space at UCH, what are our opportunities? The top three to five are really heart failure for DHL family medicine. Sickle cell for our group, because I liked the length of stay is way off than the national average and mostly because we don't take care of them and we don't have a robust program around it. Then it's like spine and a couple of other folks. 	If you look at the opportunities, we went to [unintelligible 14:58] as our director of quality improvement role. I think we said, ""We cannot take on too much because we have a fairly small quality group. How do we wanna prioritize?"" We prioritize sickle cell. Actually, there's some work happening. I think Sophia Payne was working on this at one point and Ansel was working on it a little bit, looking at some opportunities, but nobody's looking at it robustly. 	To me, when I start thinking about prioritization for UM for next year, this year I did the three improvements. We'll continue to work on that. I have to pick my next three opportunities, heart failures, where I would like to DHL to concentrate on. Yes, that would be huge role for lung ultrasound and thinking through training and opportunities, because I bet you, our care is variable in comparison to heart failure, which I think is much more aggressive.",G4
"Uh-huh. I'm super excited because I can—and we can talk about this after the interview. One thing that I was curious about, so lung ultrasound is actually quite evidence-based at this point, I'm talking about within the last year they've been like multiple randomized controlled trials. They've been looking at BNP for like 15 years. I don't know how many millions of dollars they've spent on that tool, but they haven't shown—we're three for three with lung ultrasound and heart failure at this point in terms of preventing hospitalizations and urgent visits. 	The data is really there. It was actually incorporated into the European heart failure guidelines in 2016, even before this randomized controlled trial data. In fact, I'm working with Juliana in the ED because it's also demonstrated—we have randomized control trial data demonstrating it's more accurate and expedites diagnosis of heart failure in the ED.  	You can imagine if you can start diuretics 100 minutes before you even get the test results back for BNP and chest x-ray and then you're not waiting until day three to start diuretics 'cause they were actually called the COPD exacerbation on presentation. You can imagine what that can potentially do in terms of length of stay and readmissions and so forth. 	The one thing to note is that, so the European community has been adopting it, the European cardiology community. There's a lag in the American cardiology uptake. One of the things that I think hospitals across the country will have to negotiate is this how they're managing their patients and then how cardiology is interacting with this new tool. That they don't really know about yet. I guess my question practically speaking is who do we collaborate with from cardiology with regard to how we're managing our heart failure patients?",Yeah. I heard two things in there. One is what is the role for lung ultrasound in our management for heart failure patients. Two is how do we best collaborate with cardiology to move this forward?,G4
What is their role in our management in our hospital?,"When I think from my perspective at the end of the day, it's all about patient care. When you're thinking about how to move this along in terms of next steps, I think if you've connected it to what is best for my patient and walked it back to what does that mean for us? 	Then I suspect you'll figure out both things, but practically the way—if I was coaching a heart failure program, I think what I would say is let's take a look and understand what are factors that are contributing to long-term stay and readmissions for our heart failures, all of them. 	Let's just list everything and do our root cause analysis, and get a better sense of what that says. I guarantee that part about is variability in practice, either wrong diagnosis upfront, or we're not being aggressive with our diuretics and we're not involving cardiology in the right moments.  	I think based on my previous conversations with … and … who do their GI for cardiology, they want to be involved. It's what is that involvement look like and when is that ideal? I think when you're thinking through the next steps and project wise, in my mind, you could either start collaborating upfront with them to understand factors or build something that you think is interesting and then get their perspective on like a little bit downstream to say, ""We're gonna try this. We'd love to understand what you want to be involved in."" 	I don't think there's either wrong, but I personally think it's always better to get the stakeholders at the table early to say, ""I wanna figure this out. I think there's gonna be benefit. Here's what I'm thinking. What do you think?"" I bet you that there's going to be interest because I know speaking with Karen and Larry, that there's definitely interest in improvement efforts across the board and when hospital medicine is dragging their data to this degree, then absolutely they want to help impact the care.",G4
Okay. I had a question on the tip of my tongue and then I lost it.,Sorry I talk a lot.,G4
"No, no, it's great. I'm actually a terrible interviewer 'cause I have too many questions before people are done answering the last one. what do you that—so you mentioned going back to our data that's the next step, is that what you see is like actually just figuring out what is happening with our patients and then plan from there?","Yeah. This is where it gets tricky for me in particular because I have a hospital role and I have a divisional role. I never know when that ties in because my bandwidth is very small. My assistant director role is not really funded at all if you think about it and so how do I figure that out? The way I've approached it is to really take it to Ananda and put it on her plate. 	What we've hoped to do is build—I think what's happened with sickle cell. I'm hoping to emulate for heart failure, which is build a group that's led by a junior faculty member who's interested and that … and I would coach and mentor across and let them do the work so that they're learning QI. They're getting networking opportunities because they work with people across the board. Then we can coach a mentor without doing the work because we don't have the bandwidth to do that in project-level work, but what's happened,  my tutor leads to sickle cell work and he's been phenomenal 'cause he's such an engaged faculty fellow is he does all the data dive himself. Then we meet with him to review that data with him to understand, ""What does he think? How do we guide him?"" Things like that. Then he brought the group together. Like we tell him, ""Here is the stakeholders, here is whatever,"" but he's doing all the work. 	We built a huge stakeholder group that—it's a working group and it's him, ED, nursing, care management, us, all coming together and family medicine to say, ""Here's our data. What do we wanna focus on? What's our aim statement and how do we gonna actually measure improvement and have worked through that so that now we're focused on building a care pathway for sickle cell that starts in the ED and ends in the clinic?""  	You can imagine what impact that would have in terms of variability. I suspect something very similar to that for heart failure would work amazingly well. If we got DHM, family medicine, cardiology, and nursing together, maybe even care management because of the readmission piece and got us all together and said, ""Let's look at the data, let's do a deeper dive. Let's understand what variables are actually contributing to length of stay and contributing to readmissions, and then prioritize like top three.""	Maybe that's gonna be a care pathway. Maybe that's going to something else. We don't guide what that looks like. We let the group decide. That's how I think it will be most successful getting everybody at the table together. To me, the next step is really figuring out, is there somebody who's interested in taking this on 'cause I suspect—and you probably don't want to be that person I want to be.",G4
"I definitely would wanna. Yeah. Well, we can talk about that, but yeah. I definitely would. We can talk about how that might work, but yeah, so, but I understand the model that you're talking about. That's very helpful for the purposes of this interview and just practically speaking going forward.","If you show impact in length of stay and readmissions at the end of all of this, you can then take that back to any leadership to say, ""I decrease our length of stay by a day and a half on average."" That is a cost savings of X, Y per patient. I want to take that and invested in something similar, but do it at a broader level. That's how you show impact. 	For the care management piece, I don't know if you knew this. I think you know this. When I started here, care management was by unit. I had to talk to six care managers because there are six different units that patients were at and I hated it. I went to leadership and I said, ""Find me a care management time and I will show you impact."" 	When we showed a decrease in length of stay by half a day, the CMO for the system or I guess she's now the CMO for the system, like, ""Yeah, let's do it."" Now it's care management at UM service-based but you have to show what that looks like. It's helpful to have I think leaders right now who understand that this is important. I suspect that you will make an improvement and then you take that back to them and say, ""Here's how we're gonna reinvest and grow.""",G4
Okay. Great.,Then you go capital with them.,G4
"That's amazing. I'm gonna hopefully follow up on some of these comments, like as soon as we're done with the interview, but one last question for the interview. What role do you think pathways play in potentially introducing POCUS as a quality innovation and in general, how do they usually—how are they developed and utilized in their effectiveness?","I think care pathways is an interesting opportunity to really streamline care meaning, remove the variability of practice and really build evidence-based care in one place. We've done a very good job of that. There's a pathways committee, they do multidisciplinary and interdisciplinary collaborations to build that evidence, make sure they're taking all the perspectives, things like that and then building it.	I think, where we've not done a very good job with our division and … know this because I've shared this perspective is that we've not translated that to use. We've not actually taken the time to build culture around pathways so that all these amazing pathways are getting built and we're just not using them. Until that happens, I just don't think pathways is going to be part of our routine care because we have not built that culture. Having said that I do think that there is utility for them. I think that it is a great opportunity to embed POCUS especially because it's evidence-based into care. I think that if you were to streamline, ease of use there, and build culture on using the pathways, you would get a lot of bang for your buck.",G4
Okay. Great.,I think it's something to think about the question is who takes responsibility for using that pathway?,G4
"Yeah. What is the process, how long does it usually take to develop these pathways and then put into practice? I'm guessing like COVID was probably the fastest one that was ever created and implemented, but generally, what is that process look like in terms of timeline, stakeholders, versions?","I'm gonna speak in generalities because I'm not part of the pathways team, so I don't know how long it takes, but my general sense is if you said, ""Here's the pathway I'm thinking about. Here's what I put on paper,"" and actually worked with Sarah to build it out, the building it is not hard. It's built then getting consensus on it that I think just takes longer, but it depends on how you do it is my thought here.	Now that I've been building some for the department of orthopedic surgery and neurosurgery and things like that, generally what we've done is we've just gotten everybody at the table after we built an outline to say, ""Let's just talk through all the pros and cons,"" and it takes forever. I think it's different because they don't know about pathways like DHM does. My sense is that it builds fairly quickly and as long as you know who the right people are to ask to come to the table, it'll go fairly fast.",G4
"In terms of building culture around it, what do you think would be involved in that? Because I actually think, it's all relative. It's a spectrum. 'Cause to me, I'm like, ""Oh, I think people do use them."" That my perspective, but what do you think, what additional steps do you think would need to be taken for them to be truly utilized and make an impact?","Yeah, I think you're asking me fairly tough question that I don't know how to answer off-hand. Having said that, I think there are few things that we've not done well on pathways. One is this burning platform. Like we've not actually talked about why do pathways and not order sets or usual care. What am I doing wrong that you wanna help me improve and that burning platform has not been built? 	I think COVID has taught us one thing, which is that burning platforms are key. We all came together around this virus that has really impacted patient care. We came around that concept of patient safety, like no other time I've seen before, and we've not done that for pathways. I think building that burning platform and figuring out how to connect that to a patient's story. I think will be key in helping people understand, like why should I use this pathway and not my heart failure order set and thinking through that.	Then ease of use, so that if you build all of the things that's going to help a patient safety and patient care, and quality improvement all of that, then I think that will help. I think the burning platform has to be first and foremost. Think about it, when's the last time you talked about a care pathway?",G4
"Oh yeah. I'm not ever user at all. You're saying like for heart failure as an example, you show folks our metrics and what that impact means for the health system and the patient in terms of evidence-based care and all of these things that we talked about: patient safety, keeping folks out of the hospital once they're discharged, and then you start with that and then you show them how the pathway can help them achieve everyone's goal of like best possible care.","I would say you need to be even more raw than the metrics. I think something along the lines of—I'm just going into big, big generalities here, but hospital medicine is hurting heart failure patients in comparison to cardiology. You're in the hospital for two days more, that means you're higher risk for falling. You're higher risk for other nosocomial complications, all of that. We are harming our patients by not providing good care. 	I think it has to be at that raw level for people to come around. Data, I think helps paint a picture, but people don't connect to it the way that you connect to something raw like that. I'm not saying that that's what you need to use, but I think you need to think about what is that thing that makes people be like, ""Oh shit, I'm sorry. I need to do better.""",G4
Emotion. Yeah. Evoke the emotion. Yeah.,"I think that we don't do a good job at burning platforms and emotion, and maybe that's a patient story. Maybe that's something that's really raw. Like what I just shared, but something emotional that ties us to that.  That says, I need to use a pathway or I need to do X, Y, and Z because I'm gonna hurt my patient otherwise. I think that's what we connect to having done numerous QR projects. That's what I'm learning is I, if you don't connect it to that emotion, we're just not gonna get the buy-in.",G4
"Okay. That's great. That's just great information. Thank you so much, … I'm gonna actually turn off the recorders.[End of Audio]",[No Reply],G4
"We are interviewing stakeholders to understand the determinants of lung ultrasound implementation. You've been asked to be interviewed because of your role in lung ultrasound implementation. Interviews will be de-identified, recorded, transcribed, and analyzed. Do you consent to being [laughter] interviewed? Sorry.",Yes.,G5
Okay. What is your professional title and job description? I'm interested in both your role as a clinician and also your role as the pathway leader in our group.,"Okay. Clinically, I am like 97.5 percent clinical [laughter]. I work mainly on oncology and then some med two. Then I do a little bit of HMS and swing.",G5
"Oh. You're on med two with the proceduralist. Very cool. Okay. Tell me a little bit about how you got involved in pathways and just that evolution in interest and what you've learned about it so far. 'Cause, that's something I'm really curious about.","Yeah. For pathways, I just joined the pathways committee, which started immediately when I joined the group, … was looking for people to be a part of it. I had an attending in residency who did a lot of clinical pathway stuff and he was one of my mentors. I learned a little bit from him. Then I just became like a nun to his little assistant for a couple of years. Then when she got promoted to the quality and safety position, she gave me the clinical pathway director position. 	What I do with it now, and it's been—I guess it was last summer, it was like June ish, 2019 that I started being the director. I'm just in charge of curating all the pathways, maintaining them, making sure that they're up to date. Then I do pretty much all of the pathway authorship. If people have pathways that they wanna build, they come to us and we give them guidance on how to build it and then they build it. 	Depending on how their first draft looks, …and I will look at it. If it looks good, we'll have our pathway committee look at it and have them weigh in. It's got a lot of hospitalists and then pharmacy, nursing, and that's pretty much it. Then like some data people, so Angela's usually there too. We decide what changes we need to make and then once the committee approves the pathway, I usually just author it in agile. 	The biggest barrier I think right now is getting the orders integrated because it involves a lot of Epic support, which we don't really have. John Pell helps us with some of it, but he's obviously very busy and then Rob Harrison is also really busy with other pathway stuff. That's probably our biggest barrier to getting things and the fact that I have to do it all and I'm 97.5 percent clinical [laughter], so.",G5
"Yeah. Some bandwidth, limitations there I would say. How do you guys choose which pathways to develop? Clearly in two, given the bandwidth issues that are always the case with us, how do you choose which ones you wanna develop, and then how long does that usually take that process?","When we first started building pathways, we started out and we actually just made all the antimicrobial stewardship pathways into agile pathways 'cause those already existed and people were already using them. That was pretty easy. Then we've just been updating those as they go along. We honestly just had a bunch of brainstorming meetings where we listed things that we wanted to make pathways for. 	Then people talked about which ones they liked. We like to choose ones that are usable obviously so that we see a lot of patients with a certain type of diagnosis. We also like ones where we can look at outcomes to see if pathway usage is influencing any type of outcomes. That's probably been the hardest part right now. Now that pathways have been live for about three years. We have enough data I think that we're starting to look at outcomes for individual pathways and for pathways overall.",G5
Very cool. That's where the data—I was wondering what the data folks were doing on the committee and so that's what they're doing. They're trying to link it to the EMR. Okay. Got it.,"Yeah. Angela essentially just does like data warehouse queries for us. Then she gets all of the data from Agile as well regarding pathway usage, so she can link those.",G5
"Do you have a pathway that you're like, this is like a successful pathway and we've considered a successful pathway for these reasons, or is it a little too early, to call anyone pathway success? Although maybe COVID, I don't know.","I think we can say some of them are successful in the fact that they are used frequently, but until we have the outcomes data, I don't think that we can say that they're 100 percent successful. That’s what we're working on right now. ALTO has been a really popular pathway and has made a big difference in a lot of people's practice that was Caitlin's pathway for alternatives to opioids. The COVID pathway was successful in the fact that the system liked it, so they took it. [Laughter]",G5
"Good. When you say successful, people are using it, and then have you seen that practice there's less variability in provider prescriptions or management even if you're not quite at the point where you can actually look at outcomes,",That's what we're looking at still right now. Even those types of process metrics. Yeah.,G5
"Got it. Can you tell me about the evolution of—and it sounds like it's still in process of the heart failure pathway, and then also how do you incorporate the subspecialty stakeholders? Like I could imagine that there could be some territory things where it's the hospitalist patient, but the subspecialist thinks that we should be doing it a different way and maybe we don't agree or—but it sounds like there's actually been some really great collaborations where the subspecialists have actually just adopted something that your group has created. Can you talk to me a little bit about that?","Typically, with subspecialty, it's either a pathway that we decided that should be made and so we made it and then reached out to them to get their input, whether they thought that there were things that we should add. For the CHF pathway, that was actually Sophia, who wanted a project essentially and because her husband's a cardiologist and she knows cardiologists and works closely with them, she thought that would be a good one. 	It's been in process for probably a couple years, just 'cause there were multiple prior versions of it where it just wasn't making sense. This is the most coherent version that we have right now, although we still have a lot of questions for it. The other subspecialty type pathways, like the troponin pathway, the cardiology service came to us and said, ""We wanna develop a pathway so that we can help your providers figure out how to manage elevated troponin and we don't get as many consults essentially.""  		Then the other piece with the troponin one, that was really big that we don't have for a lot of pathways, but I think the heart failure one would have a component of it as well as the documentation piece.  Deb Anoff 08:47 is also on the committee and she helps us with that. Making sure that we're documenting everything correctly in terms of billing and all that stuff, so.",G5
